text,target
afedersiniz ama vajinası olan kendini tanrı sanıyo amk,2
 serpil senin yüzünde hiç meymenet yok tukureyim yüzüne,0
insanlıktan nasibini almamış  mahluk bu,0
enternasyonel de eski bir kelimeymiş meğer pis arap yazısı varken de kullanılırmıymış acaba,1
  kahvehanede çok muhabbet etmişsindesteksiz atyav sana vekil diye önümüze koyanın amına koyum ben,3
neden ingiliz fitnesinden kurtulamıyoruz httpstcoqgvwtexsci,1
ermeni sidiği  httpstcopgivzyeuh,1
zaman her şeyin ilacıysa sikeyim eczaneleri,3
hilal niye hemen gavur tohumu dedin yoksa dedikleri doğru mu ,1
 adama böyle sildirirler korktum tabi dava açılır diye şerefsizliktir sizin bu yaptıklarınız,0
 başka kapıda havla millet uyandı numaralarınıza,0
rum artığı bunlar rum  httpstcohpanybu,3
yemin ederim burdan da soğuttunuz amına koduğumun zekasızları trollden bile anlamıyor amk malları,3
sponsorları olmasa evden çıkamayacak kızlar ahkam kesiyor amına koyim,3
şehinşah dinlemeyip ben fero dinleyenlerin beyninin olduğuna inanmıyorum,0
yalana bayilirlar yalan söylersen senden iyisi yoktur      kadınlarınsevdiğişeyler kendisine değer vermeyen erkekler,2
 godoş kocan gelmeden gelki grup sikiş nasıl olurmuş ankaralılardan öğrenmiş olsun azgın karı,3
 ya seni admin yapanın amına koyayım ben orta saha çocuğu,3
senin reis daha bugün burda kürdistan yok irakta var isteyen defolup gitsin demişti,1
neymiş şirket arapa satıldığı an terk edilmeliymiş yazıktürktelekom,1
   boyle cahil serefsizlerle boyle konusmak lazim başkan onun ağzına sicmadigina dua etsin,0
zaten suriyeli piç galiba pek ciddiye almayın  muhammednurtutuklansın,1
ermeni döli gavur tohumi seni httpstcottarrxzs,1
senin gibi biri nasıl yalnız olur diyo oluyo işte orospu çocuğu oluyo güven mi bıraktınız insanda,3
insanların hassas olduğu konularla dalga geçerek komik olduğunu mu zannediyosun sen şimdi amk beyinsiz andavalı,0
fuck you yani diyo ki beyinsiz amk,0
hbo gibi annenin kitaplarini sikiyim son  dk kala yayina telif atmak ne orospu cocuklari,3
gavur tohumu httpstcoqhdecfxn,1
türk milleti ne zaman aşağı baktı yahudi tezekleri aşağıbakmayacağız,1
jartiyer düzeneğine iliştirdiğin fotoğraftaki amına koduğumun oğlu kocan mı,3
herkes banli twitter azina sicayim,0
müslüman ülkesinde gavur bayramının tatiline izin vermeyeceğiz,1
yahudi sizin kadar zulüm etmez öğrtsandıktabekliyor,1
önüne gelene yeşil ışık yakıp sonrada el değmemiş kız aramiyolar mi deli oluyorum haysiyet kavramlarına,2
düşüncelerine sahip çık sonra benimle konuşmaya başla davar,0
garsonlar köle değildir orospu çocukları haberiniz olsun,3
kendi ülkemde bile suriyeli muamelesi görüyorum ana sayfam ful suriyeli ,1
 sen gene ne  saçmalıyon yine aq,0
kalbin atsın diye sevdik götün kalksın diye değil,0
mutlu günlerinde  kötü günlerinde arkadaşlarımın yanında olamıyorum allah cezanı versin piç çinli,1
her transfer sezonu bekleye bekleye ağaç oluyoruz amina koduğumun yerinde,3
 beyin yaşları  olduğu için böyle olgun davranmayı beceremiyolarki beceriksizler,0
yusuf güney bi sus tipine bak önce çingen çocuğu gibisin,1
  yok yok hiç beğenmedim olduğu haliyle kalsın bize normal adamlar gerek anormallerinden  yıldır çekiyoruz,0
 buyurun biz osmanlı  kahpe bizans sizi,3
 heralde  saraya deseler oraya da en önde gitmeyen  burdan beyan ediyorum şerefsizdir,0
 akit kafası       bunlar okunmayan gazetelerine milyarlarca liralık reklam aldıklarından nasıl yalayacaklarını şaşırdılar olayın özü bu,0
 size bir giren çıkan olmalı alındığına göre,0
pardon endüstriyel tasarim miş sadece af buyur beleşçi,0
kışkırtmadır bukadın düşmanı deyyus httpstcoxzbtnbl,0
 hiç tadın tuzun yok moruksadece ömrümden yiyorsunsiktir git artık,3
allah bıktım sizden yavşak herifler,0
türktelekom gibi bir şirketi arap piçine bedavaya verirseniz böyle olur,1
sosa sen ne gamsız oç çıktın ya adamın sikinde değil ag,3
  aynen zaten emo musun nesin anlayamadım seni ben,0
 senin ermeni olduğuna inanmıyorum muhtemelen yeni adı trol eski adı tetikçi olan birisin,1
 vıp olmamız adam gibi şerefsiz olduğumuzdandır,0
kimin tasmalı kapı itisin sen korkak şerefsiz,0
 bayramda hergün istanbul sokaklarında olduğunu hergün çalıştığını sen de biliyor ve iftira atıyorsun insan olmayı hiç denedin mi,0
yeter orospu cocu yeter anamdan babamdan cok seni görüyorum yeter la,3
bi insanın ablası bu kadar adi ve kötüyse etraftaki insanlar nasıl iyi olsun allah aşkına,0
tek bir şey diyeceğim gerizekalı ,0
suriyeli vatan düşmanı piç muhammednurtutuklansın,1
yahudi zalimliğinin arka planı httpstcofhowhscxol,1
yahu amk denizlisi ilk yarı  olsa ne olacaktı  beyinsiz,0
kafasına sıkılacak pici dramatize ettiniz ya yatacak yeriniz yok,3
suriyeli teröristler günü geldiğinde işlerini yapacak haberiniz olsun hiç bir ülke  milyon insanı boşu boşuna beslemez,1
brotherhood gibi bi tayfa kurup suriyelilerle catısma fikri cık siktir aklımdan,1
insta takipçi isteklerini yeni temizlemiştik şimdiden  suriyeli istek atmış rezalet bi platform,1
suriyeli şerefsizlerden nefret eden tek ben mi varım ,1
hadi oradan gavur tohumu seni,1
 hocamın çok sikindeydi amk herkes fikrini belirtmek zorunda neden hissediyor ,3
ibneliğin lüzumu yok dedi ibne kıyafeti bizde olmaz deyınce tüm ibneler ayaklandı,3
 atılgan bayar vallahi baydin artık   yeter yaw insan da biraz utanma olur   biraz arar verir,0
tweeti silmiş amına koduğumun delisi kesin taşak geçiyor bizimle,3
bu kedi kesin suriyeli başka izahı yok  yavru ilkkez gördüm httpstcohnrlllo,1
kalpsiz bir orospu çocuğuna döndüm,3
takibe aldığım son on profil feminenabazı mıyım nedir amına koyayım,3
cildinde kusur olmadığı halde pudrakapatıcı süren ruh hastaları sizin derdiniz ne acaba,0
bu japonlar sırf cinslik olsun diye mi böyle şeyler yapıyor bi akıllı işiniz yok ya,1
bunlar kürt değil yahudi münafık zalim,1
geceye bak aq jölesi bitmiş suriyeli gibiyim,1
normal insan yok amına koduğumun ülkesinde,3
bu yahudi sıfatlıları biz adam sanıyorduk httpstcoemsboandk,1
pezevengin evladı ayı vurmuş bir de videoya çekmiş kabilesini siktiğimin dümbüğü,3
 cahil cahil konuşma kaybol ya,0
en güzeli beyinsiz davranıcaksın amk yoksa hayat kısa,0
eben şeytan senin gavur tohumu,3
dört bir yanım gavur gibi düşman dolu,1
sirf seni sevmedigim icin trix cadilarindan oluyodum allah belani versin senin,0
vatanımda suriyeli istemiyorum defolun lan vatanımdan vatandaşlıkvermeyolver,1
 kim sikmek istemez ki böyle bir amı,3
hakem olmanın ilk şartı beyinsiz olmak heralde amk,0
harbi beyinsiz amk  oncesiyle sonrasi bir mi ppye bak amk leşi,0
kürtler nemutlu müslümanim diyene kahrolsun kürt kiligina girmiş ermeni dölleri,1
bayan bir cinsiyet değildir bayan bayana konuşmak diye bir kavram yoktur  yilindayiz koduğumun tek hücrelileri,2
beynini örtmene gerek yoktu olayı cok başka anlamışsın simdi görünen yüzünü de kapatip gezersin,0
 bunlara kayyım atansın arapçayı daha çok seviyorlar,1
ziyahocam ililçeemri moskof gâvuru tırıs  pek yüzlü,1
 sikicem ama her gece aynı espri,3
ben size diyim sizin zekanız geri bile değil,0
bizim corona virüsüne ihtiyacımız yok bu amına koduğumun suriyelileri virüsten daha beter,1
bu gavur tohumu bulunup en ağır cezaya çarptırılmalı yayalım lütfen,1
yahudi kibri diye birşey gerçekten varmış httpstcozjpdeygd,1
dohada kaldık yine iyi mi bu arap milleti kadar zararlı bir topluluk yok amk,1
senor hocam mal misin amk lazi yusufu alsana artik oyuna,1
devletiminyanımdayım bu yunan artıklarına gereken ceza verilsin düz duvara baksınlar,1
senin amk belhanda orospu çocuğu seni hiç bir zaman sevmedim,3
aynen amına koyim cihangirde oturup terso hayat edebiyatı yapıyoruz aynen,3
keşke veteriner olsaydım seni daha iyi anlardim,0
evler yıkışmış can kaybı var mı korkusu var siz hala depremle mizah yapın amına koduğumun salakları,3
sahura kalkıpta sabah namazını kılmayan da ne bilim biraz şeydir,0
erkeklere de fazla yüklenmeyin kadının kadına yaptığını da gavur müslümana yapmaz öyle haller de var,1
  allah sana güzellik vermemiş bari akıl fikir versin hacı,0
 aynen de bunların bize yaptığı hırsı anlıyamıyorum kupalarını sanki biz çaldık  aq,3
ismail götünü sikerim şarkı dinlemek istesem youtubeye girerdim,3
 bunu yapan her kimlerse ağır orospu çocuğudur,3
allah tüm kizlarin belasini versin,2
 gün sadece su içip  kilo vermiş sadece askere gidebilmek için beyinsiz amk,3
 her hafta puan kaybetmek için idman yapan tek takım biziz ananızı sikim,3
kardeş artık şu kıza mention atma aq,3
karadenizli biriyle konuştum burnu güzel duruyorsu şimdi yandan gördüm,1
diyettesin ya hani acaba beyninden kaybediyor olabilir misin,0
tayfun allah belanı versin senin be kardeşim ya annemin iran halıları gitti ya,0
  akılları uçkurlarından yukarı çıkmaz mı bunların,2
 kendini çok zeki zannediyorsun fatih portakal restleşmenin kime yaradığını bilmeyecek kadar aptal olamazsın,0
hayatta özlemek kadar boktan bişey yok,3
   klavye delikanlıları  sizi ancak buradan sallarsınız,0
bu ermeni oyununu zulmünü kürt annelerimizin duası çözecek inşaallahannelerdireniyor,1
 sırf gs serbest birakti diye yaygara aq iyidir tolga ucuza oynayacaksa,3
 adamı oynattikca kazanacaklarını sanıyorlar aslında kaybedicekler farkında değiller aq hahshshaj,3
 bunun neresi bela amk mertvanhoydonkun kedisi bile daha bela,3
orada bir orospu çocuğu gülücüğü var görüyor musunuz yakalamaniz lazim onu  bu gülücük işte,3
 ramazanda sırf bakıpta günaha girmeyelim diye memesiz kız paylaşan admin kral ya,0
 golden sonraki surata bak senin ben şerefini sm,3
kızlar ciddi ciddi nude atıyorsunuz millete beyinsiz misiniz amk salakları,3
nasıl o çocuklarıyla aynı devre denk geldik,3
asil sizin siktir olup gitmeniz lazim bu ulkeden,3
 suriyeli   türk işe alacağına  türk   türk işçi işe alın amk httpstcoeyxeisf,1
lafım tereyağ yiyen güzel insanlara değil ekmek yiyen o piçlere,3
 hahahah beter olun eyşanın evlatları,0
 jailson yine ananı hatırlattı kobrayla,3
iteni siktir ettim de tutmayanı unutmadım,3
  orosbu bir araya gelse senin gibi birini sıçamaz,3
şu ana kodugumun ortaminda ermeni savunucusu görmek istemiyorum aslaaa istemiyorum aslaaaa soysuzlar,1
yüzümüze bakmaz lan bu diye düşündükleri insan konusunda yanılan şekilcilerin ben neymişim be özgüvenini yüklenmelerini takiben kalkan götleri ve davranışlarının özeti   ben kimimden sen kimsine,3
 day dün bkdunuz şimdi gül kokdunuz,0
 düş yoyarken oynaşını tarif ediyor derler bizde    o yaşta belli etmiş hırsız olacağını yazık ,0
 özel hastanelerterorist dolusmamasi için hdchppkk nin yok olması gerek,0
geldik yine amına koduğumun çanına herkese günaydın hemşerilerim hariç,3
 bunlar nasıl akepeli çöpü yere atmıyorlar,0
türkiyede kürt sorunu yok gizli ermeni sorunu var,1
burda bazı firari beyinler erkeklere bela okuyup duruyorlan derdiniz ne amk,3
  dayı senin ben ta ananı sikeyim ya bi siktir git sal artık burayı,3
orospu çocuğu ingiliz aksanı,1
türk çocuğu artık arap çölleri için kan dökmeyecektirmustafa kemal atatürkülkemdesuriyeliistemiyorum,1
twitter birbirini sikmeye çalışan devasa bir erkek topluluğudur,3
 eline veririm önce bir saxso çekersin ardından karının neresine istersen ortasına sokarsın,3
yönetime el koymaya çalışan tsk içindeki bir takım orospu çocuklarıdır,3
papaz brunson serbest şimdi o kırdığınız iphone ları itina ile götünüze sokabilirsiniz aq çomarları,3
  şeref yoksunu ilk yarı tt arenada oynanan maçta hakem sayesin de puan aldınız ne bu ağlamalık,0
yaz aşkı nedir amk  aşk arıyorsan  mevsimlik ara beyinsiz ,3
ya ben bana gelecek vaat eden paragraf sorularini okumuyorum senin bos beles tivitlerini neden okuyayim,0
uzaylılar eğer varsanız gelin beni alın bu amına koduğumun dünyasından,3
biz değer verdikçe siz egonuzu göklere çıkardınız koduğumun çocukları,3
siz bunları böyle köçek gibi oynatın biraz daha gelişsinler sütyeninize para sıkıştıracaklar haberiniz yok ,0
      bizde göt varda sizde beyin yokken neyle savaşacaksınız tayyip amcanız ne derse o mu,3
hivden hpvden coronadan korktukları kadar korkmuyor koduğumun ibneleri,3
biri benim işime karışınca deliriyorum senin fikrini aldım mı ben sen kimsin ya kapa çeneni,0
gavur kendinden olmayanın acısına sağırdır httpstcoraxanjyou,1
amına koduğumun hayatı ya öldür ya güldür aq bu ne böyle dizi seneryosu gibi hayatım olmaya başladı,3
ya bu insanlar niye bu kadar özenti amk,3
ya sen hayatında benim kadar kaç tane orjinal hesap gördün acaba amına koduğumun salağı,3
arap istilası yakındır httpstcoqkzjacpq,1
  gerizekalı insanlar bile bu kadar cahil olamaz,0
 amerikan mı bilemem ama mal oldukları kesin,0
ben kendime bos insan diyorum ama bazilari benden daha bos,0
cocu senin ananın amına koyayım orospu çocuğu,3
 bu harika biri bunu yavaş yavaş soyutta öylesi sikcen,3
amına koduğumun otobüsünden şehirde sanki  tane var gelmiyo gelmiyo  saattir bekliyom yok aq senşn gibi çb sikiyim,3
beyinsiz amk gerçi  maç ceza alır kupada çeker bizim maçta oynattırırlar,3
 minareyi çalan kılıfı hazırlıyor bunlar insanlarınbizlerinaptal olduğunu olmayanbeyinlerinde garantilemiş,0
kızılay sana bundan sonra  damla kan da vermem bağış da vermemyazıklar olsun,0
httpstcojkavoowb brav sayin bakanim ahmak ruma tarihi cevap verdi,1
   beni bırak da senin vatanını ne kadar çok  sevdiğin ortada,0
bu kadar yapılan hizmeti görmeyen ya kör yada erdoğan düşmanı weareerdogan la sonuna kadar,0
ya beyinsiz misiniz amk  jailson had bildirdi demek ne lan  adamın ayakları götüne değiyordu kaçarken,3
bu bizim şampiyonluk için bin bir yolu mübah gören amına koyduğum kartalı değil mi ya ,3
bilmediğim neler neler varmış da bugün öğrendim allah belanı versin senin oc,3
 ya biz seni siklemioz ki sen kendini ne sanıosun değişik,3
siz demeden ben diyim evet üzerime giydim pezevenk gömleğini,3
yıl  allah ıslah etsin sizleri güzelim ülkem ah ki ah,0
 o bir pkkli bunu bilmeyenin akliyla zoru vardir  hakkettiği yerde hapishane,0
 bırak bu işleri bro ya bir kıza nasıl hesap ödettilir onu de sen   ,2
  yani nuri yok mu diyo bu kürt,1
kendini müslüman sanan kızlarımız vah vah,1
baskılama  mutlu ol yaşa siktir et sallama fark et,3
 iç sesim  kesin bana diyo amk,3
ermeni halkın zihin dünyasının bozukluğunun göstergesi,1
o ne yakisiklilik orospu cocugu aklimi aldin,3
follow me justin yazmadığım için mi sevmediniz beni amk kürtleri,1
 kız orda sanat icra ediyor hiç mi sanat kaygın yok senin,0
bıraktığım düşü kim büyütecek alçak puşt,3
ermeni ve siyonistin tuzaği bozuluyor çünkü  annelerdireniyor,1
 yıkasa da temizlenmeyecek ağızlardan olmasın kardeşim  ,0
şu şartlarda yurtdışına gidip tatil yapabilen net zengindir başka bi açıklaması olamaz bunun dolar  yuro  aq ya,3
bu inancın bu hakkın altında başka sebepler bulanık amk sizi seviyoruz herseyimm,3
ben bu arap müslümanları görünce şeytanı sevmeye başlıyorum httpstcozryihet,1
ya amina kodugumun çocugu gerizekali amcik sence burçlar degismis olabilir mi,3
suriyeli kardeşlerimizin amk,1
 bunlar tiksinç ötesi pislikler hepsi sıçtı boku da yerler şaşırmam,3
allah bana bir kardeş vermiş düşmana şükrettirir,0
 saygı beklediğin kişiler saygın kişiler olmalı   onlarda saygı yokki sana göstersinler,0
ilişki olaylarına bu kadar kafayı yormamak lazım yasana mı kaldım lan sikik diyerek gayet uzaklaşılabilir bence,3
 aptal ferrarinin vettel aikı yüzünden takımın amına koydular,3
     fetöcü olduğunuzu bütün cihanı beşer biliyor ,0
 kışın geceden yazın sabahtan bebeyim bunu böyle yapmayan köylüdür,0
evet soyadım can arkadaşlar soyadın ne sorusundan yıldım artık beyinsiz misiniz amk,3
heeee işte yıllar önce kıçımızı yırttık boşuna değildi,3
o kapkaranlık hayatınızı nasıl aydınlatıyorsunuz halen anlamış değilim,0
bir gün gelecek    biriniz bile kalmayana kadar    mücadeleye devam    kökünüzü kurutacağız     bebekkatilipkk,0
sahibi yahudi piçi yalancıfoxtv,1
sen kime oç diyorsun dalyarak daha güvenilir bir site gördün mü hayatında sen  siktir git şimdi,3
laleli arap kokuyo resmen atmosferi değiştirmiş şerefsizler,1
  lan beyisiz nasıl yaşıyorsun aq ,3
amına koduğumun yerinde akıl vericem diye aklımı yitiricem sinirden yemin ederim imdat ya,3
nargile daha çok suriyeli vatan hainleri için satılıyor mühim değil  httpstcouoymlcc,1
 oha sen de mi yalan dolansın,0
 geç bu hikayeyi de baş hırsız ile ne karşılığı anlaştınız onu anlat ancak çocuk kandırırsınız siz,0
 biz goztepe yenilsek bile fener kesin konyayi yenemez amk,3
 bu işin başı o kevaşe ,3
beni dövdüler abi dediğimde pezevenklerin elinden kurtaracak birileri olmalı şu hayatta,3
çinli yakmak istiyorum,1
ben bunu hangi kafayla çekilmişim amk,3
 hmm evet bu konuda çok haklısın bazıları gibi jelibon değil ,0
ülkenin ekonomik durumunu hala toz pembe sanan çocuk aklı işte yorumsuz yazık keşke at gözlüklerini çıkarsan,0
laa o elindeki telefonu bırakıp defol git odana ders çalış adamı hasta edme,0
şaka mısınız olay ne ara cinsiyetle alakalı oldu amk bu nasıl bir beyin,3
bu nedir allah belanizi versin,0
çok sinirliyim şu an amına koycam öldürcem elimde kalcak siktiğimin beyinsizi,3
 en önemli kriteri para olanın beddua kriteri de para olmuş,0
hahahahahahahaha orospu çocuklari ne isterse o oluyor amina koduğumun çocuklari,3
ulan şikesaray inşallah yenilirsiniz ama hakem kurbanı olup yenilirsiniz    saldir  ,0
sahibi olmadığınız karakterin reklamını yapmayın,0
kuru kafa zihniyetine karşı en büyük  kararmilletin,0
egosunu siktiğimin kızı  takipçisi var beni takip etmiyo sen hayırdır,3
  inşallah herzaman olurisrail yerin  kat altına girene kadar,1
senden kurtulacağım orospu çocuğu fatsa,3
yazık senin polis olman bu ülke için bir kayıp,0
sizden ala kıyamet mi var amq,3
balık etli tamam da su aygırı gibi de olmasın amk,3
ne alaka amk amerikanın aptalı da tam beyinsiz oluyor,1
 basitit mi oluyor sizce trol kevser hanım,0
 alttaki trollemiş üstteki sazan sonuç sazan avı ,0
yine salak salak saçmalıyom kendimden bıktım artık,0
yılanın başı iran yahudi den betersin httpstcolfsxvheotz,1
bi suclu mu arıyoruz evetse benim bu neyi degistirir sucu mu vakayi mi siktir,3
    bu salak turgay gülerin bir üst level versiyonu,0
lens bir kurşun olup kafatasını delip geçmek istiyorum vasıfsız piç kurusu,3
 ağzına sıçayım onun ben kimi üzmüyor ki,3
abi yabancilarin çektikleri tiktok videoları aşırı komik aq,3
sikicem yeter amına koyayım alnımda enayi falan mı yazıyo gelen geçen takıyo bıçağı,3
şunu çektikten beş dakika sonra tesbihimi kaybettim şansımı bahtımı sikiyim,3
 şimdi böyüükk menajer mi oldu comolli ikiyüzlü basıınn ,0
kızın hesabı kapattım hala yeni hesap açıp laf sokmaya çalışıyo beyinsiz amk,3
 abi cok afedersin de mevzu he olunca sana ancak soyle derim salak salak konusma ya,0
sen kendime yaptığım en büyük saygısızlıksın,0
bir delikanlı da çıkıp demiyorki ülkemde kürtsuriyeliermeniyahudiarap istemiyorum,1
yunan olduğunu baştan söyleseydinya g vn ibne httpstcotvnbkadfj,1
  adını bilmiyorum bir eğitimci olması gerek alevilerin yemeği yenmez dedi sürtük,1
twitter böyle bir mecra gerizekalı nüfusunun yoğun olduğu çomar kitlenin varlığını sürdürdüğü mecra ,0
beyninin tasını sikim senin türk kökenli kürt kardeşim httpstcoxeewpdwneb,3
yeter artık bitirin şu yahudi oyununu httpstcoufwfbvozw,1
tiktok sayesinde çoğu gerizekalının da götünü kaldırdık ya helal olsun,3
valla chp li aslan görmedik hepsi çakal ölü sevici o yüzden sırtın sene iktidar olamaz,0
türk istihbaratına kucak açan kürt katillerine ses olan bu hainleri takipten çıkaralım      paylaşalım,1
  yine ne söylemiş mafya bozuntusu,0
sıkıntı yok  milyon suriyeli var boşamı besleniyor onlar httpstcofhbvhbk,1
 aaaaa yiyin birbirinizi tencere dibin kara ,0
şimdi bir erkek queen yazılı şapka takınca tarz mı oluyor kusura bakmayın da sikerim öyle tarzı ben,3
şu amına koduğumun otobüslerinde saatlerce telefonla konuşmayın lütfen amk,3
nolmuş yani gözlerimi parayla açmadıysam onlar gibi kör mü kalsaydım,0
ulan kodugumun sirketi senin beni boyle uzup heyecanimi skmeye ne hakkin var,3
arkadaşlar pardon ama bu amına koduğumun hayatı sadece beni daraltmış olamaz dimi ,3
 siktir etmek varken nefret etmekle ugraşamam,3
gtunu atmadigi icin butun takiplestiklerime tesekkur ederim mxkskxksksk,0
adam bi yem attı üstünden yönetime yürüyor gerizekalılar da peşinden gidiyor tag açmışlar xkdöxkdmx açacaklar işte o pankartı neyin derdindesiniz aq,3
türkiye basketbol takımının şarkısını niye suriyeli bir kürt söylüyor,1
 akp nin pisliklerini temizlemek için şişeyle içse yeridir,0
  benim ödediğim vergiyle maaş alan polis kardeşim  yediğin her lokma sana haram zıkkım olsun ,0
tekden koleji siktin bizi bırak şikeyi,3
boş yapma amk salağı burunla bunun ne alakası var saçının kesilmesi gibi bir şey beyinsiz,3
kafama sıkacam amk ya neden ya neden,3
senin ben amina koyayim hain kaltak kestiğin momentlerimizi ver,3
yaa şu whatsapp dm mesajlarınızı paylaşmayın kime ne sizin özelinizden koduğumun salakları,3
seni taşımış olsam ben de gurur duymazdım,0
gavur gavurluğu ile kalmıyor şeytana papucunu ters giydiriyor,1
 tolgayı alıp kıçınıza sokun o zmn,3
medya kaşıdı olayı ve ortaya attı taraftar ikiye bölündü harbi bizim taraftar beyinsiz amk ,3
neyi anlatamadım amına koyim ekrana rastgele basıp iddaa oynamış anlatamadın diyor ya,3
anneme arap damat geliyo dedim senin zevkin benimkinden de kötü dedi,1
 nerde büyüttün onu bakarken bile sikim kalkiyor,3
zorunuzamı gitti yunan bozması httpstcowfdtjakjn,1
 bu işler boş konuşmayla olmaz,0
 yürümeyi bırak emeklemeyecek bile rtleme ya utanmaz herif,0
al güneş kremi sürdün al beğendin mi yaptığını terden geberiyorsun,0
sürekli iç sesim ile dış sesim arasında kalmaktan bıktım ulan ben çıkayım siz devam edin abi ne tatava yapıyorsunuz amk,3
bu kadar orospu çocuğu varken biz rakı içtik diye mi cehenneme gidicez ,3
yerli olmayan gizli ermeni rum donmelerine sabatayistlere karşı erdoganınyanındayım,1
o kaltak onunla bense biramla,3
 canım sen sütünü içip yatman lazımdı,0
cafede bakışmak mı bundan saçma olay görmedim siz neyin kafasını yaşıyorsunuz ahahaaajjahjaja,0
oynayacağiniz topun anasini sikiyim orospu çocuklari,3
 gururu olsa terörist yancısı olur mu o da alır maaşını diğer yüzlerce kansız gibi,0
muhammednurtutuklansın dün fuhuş yaptıran suriyeli p bugün bu yeter defolun artık,1
ya beni sevmeyeceksen o kalbi niye taşıyorsun aq,3
 yok be direkt geri zekalı bunlar etkileşim için yapıyorlar,0
 minis olduğun icin kudurmakta haklısın,0
allahım herşeye eyvallah ama şu salak insanları başıma verme kurban olayım sen onların salaklığından beni koru,0
 ben ayaklarimla parlayan bi yildizim amımla gündem olmak istemem,3
eski sevgilim wpden engeli kaldırmış ne var pezevengin oğlu ne işin düştüü,3
ülkedeki asılı olan tüm türk bayrağı direkleri senin götüne girsin amına koduğumun evladı,3
  kansız köpekler  kendileri de yunan tohumu olduğu için olabilir dinci köpeklerde omurga yok çünkü,1
 ay önce  bin tl ye sattığım arabayı  bine almaya çalışıyorum şimdi bu ülkede enflasyon  öylemi ya bi siktir derler insana,3
   yapın lan her yere yapın sonra gidin beton kemirin ekonomik sıkıntıyı hak ediyorsunuz ,0
insanımiz aç sexe aç yemeğe aç bir bilgiye tok amına koduğumun çocukları,3
 napmış yine anasını siktiğimin piçi,3
 halkına diyecek kadar çok ayip,0
beyin gidince bu amk manyakları beyinsiz kalıp ortalığa saçıldı,3
ben bi insandan bu kadar soğuyabileceğimi hiç düşünmezdim seni muhatap alıp sözünü dinleyenin vay haline bahçeli,0
ben yine bi bok yiyorum ama hayırlısı,3
  sağlıklı bi insan böyle şeyler yazamaz bence,0
su amina kodugumun yarismasindan berkan sakatlanarak cikarsa yakarim burayi,3
hepinizden nefffret ediyorum geri zekalı sürüsü,0
yani diyor ki mahalle yanarken orospu saçını tararmış,3
ben ermeni olsam internette bir şey yazmaya yüzüm olmaz bunlar karabağı  ayda kaybettiğinin farkında mı,1
 bok gibi bir sabaha uyandım  aslında küfürler yazmam lazımdı ama ,3
kimbuankarakusu kendi kendini tt yapan avarelin biri ben yazdım siz yazmayın taga,0
tüm karadenizlilerin taşşak ihtiyacını tek başına karşılayan adam,3
benimle sorunu olan varsa kendini öldürebilir ben pamuk tıkma nezaketinde bulunurum,0
oturdum yunan ve israil piçlerinden gol bekliyorum,1
 bu kafayla bir ömür gecermi  zavalli kasva,0
  ve siktir olup geri dönmeyin,3
 yüzsüzler nezamandan beri yüzlerinize bakacakmısınız moduna geçti sayın gülerce,0
 bunları getirmese hiç çekilmez zaten awq adanalıları güneşe ateş ediyorlar,3
cemile noldu alttan nefret kusan diline,0
anneğğ tamam hastaneye gidip iğne yaptırabilirsin yeter ki rahatça uyyim mk,3
ülke de ne kadar suriyeli savunucusu varsa anasını avradını sikiyim,1
 ay sonra kendini hatırlatmak niye gerizekalı  diye sorarlar insana,0
gelme amına koduğumun otobüsü  dk ne amk,3
 soguyo insan yapılan kahpeliklere karşı,3
şu amına koduğumun evinde  gün huzurlu geçsin ya çok fazla bir şey istemiyorum,3
doğum günün kutlu oldun şerefsiz ,3
türkçe düşünürtürkçe konuşur   türke ihanet eden tek insandır   erkan tan,0
enflasyon  çıksa patronun sana  zam yapsa sesini çıkarabilir misin yarramı çıkarırsın teşekkürler hayırlı cumalar,3
 harika bir amciğın var yapmak isterim,3
allah tez zamanda belanızı verir inşallah aşağılık köpekler,0
 yüzyılda araba yapıp kalkıncaz olum ülke olarak hahahahaha,0
tökezlediğimde bi tekme de ben atayım dersen ayağa kalkınca götünü sikerim ,3
her işe burnunu sokan insanlar sizi valla tokat manyağı yaparım,0
siktir aşık oldum evlenmeliyiz amk ben de bateristim,3
evet yunan tohumları yallah yunanistana o zaman,1
 o adamdan vekil değil adam bile çıkmaz,0
    yıl aziz başkanın yönettiği fenere bak şimdiki fenere bak   herşey mustaak size,0
 bü yüzden türedi demekki  kuruşluk adamlar,0
fetih  bu ne aq sizi yok etmelik sure yok mu bzide onu okuyalım,3
 amın üstünde kahve icerdim tatlım uygunmu,3
bana yaşattıklarından fazlasını değil aynısını yaşa zaten sen bunu bile kaldıramazsın,0
başsağlığı dile bari gavur tohumu,1
nediyonla piç kurusu bugün pazar git ayasofya kilisenize de ibadet et kendine sövdürme,1
bu hadise niye her klibinde erkek manken oynatıyor mankensiz klip çekemiyor musun amk,3
seçiminenkötüsloganı ekmek için ekmeleddin zirvede bıraktı  bir başkasını aramaya gerek yok bence     ,0
af geliyor yine bu ülkeden bir bok olmaz,3
     korkmayın bu kadarda başladınız şimdiden korku edebiyatı yapmaya acıdım bu kadar korkmanıza,0
 bu tarikatların cemaatlerin saçmalamalarını gördükçe hepsinden soğudum,0
 bu neydi  ya  saplantili insanlar,0
 sende futboldan anlıyorsan ben böyle futboly skym,3
